X;Y;Z;categoryID
1.5403932430460372;-1.6015324592590332;0.40979137271515254;0.0
1.467066470333577;-2.4372124671936035;-0.4500125763815045;0.0
1.143353488309633;0.0624969005584716;-0.7242995095140301;5.0
1.4752608158821423;2.4616341590881348;-0.35392700262932403;0.0
-1.446535193560696;-2.815284013748169;-0.5034258152219152;5.0
-1.0478939533597313;-0.2370696663856506;-0.5374231328086714;5.0
1.0451560901568282;-1.1407078504562378;-0.7159244630524954;5.0
0.24616506469648655;-0.1381524801254272;-0.6477845966129954;5.0
-1.524667856563699;-2.518893241882324;-0.22540212318925734;1.0
-1.5306671690904459;-2.534973621368408;-0.2957410523914527;1.0
0.24915787796398278;2.5614075660705566;-0.6480395933980627;5.0
-1.5322722341359747;-2.6167330741882324;-0.31456431711539007;1.0
-0.8481463259025238;0.5599960684776306;-0.5544582080669169;5.0
1.4673221858381975;-0.1369673609733581;-0.44701414141261336;0.0
0.44242262509345526;-2.4387900829315186;-0.6645217892270052;5.0
1.4497713716464296;0.7604339718818665;-0.6528105549776598;0.0
1.492542291843435;0.928949773311615;-0.1512929682339129;0.0
-1.2497286312383609;-2.809767961502075;-0.5202100676466195;5.0
0.544260821135649;-0.4367539882659912;-0.67320685525671;5.0
0.648196232563913;-2.5362141132354736;-0.6820710173728571;5.0
-0.449819669563669;0.3610608279705047;-0.588428697000766;5.0
0.8400426001575242;-2.7382261753082275;-0.6984324888356288;5.0
-0.45307842705138984;2.961181640625;-0.5881510196969676;5.0
1.4648187764866674;-2.5147833824157715;-0.4763696898414317;0.0
1.5688583227164414;-0.2367993593215942;0.7435662366219469;0.0
0.048557661130816734;0.9460221529006958;-0.6309318067671279;5.0
-1.540322795180354;-2.7203209400177;-0.40896251870453887;1.0
-0.4527937752765939;-2.809767723083496;-0.5881752956519202;5.0
-0.6525834110602358;-2.2349257469177246;-0.5711368770819593;5.0
0.7428076814051287;2.073303699493408;-0.6901392862127885;5.0
0.9434692660095237;-1.6376445293426514;-0.7072527850389286;5.0
-1.528109990076304;-2.809767961502075;-0.4964688725262271;5.0
1.1443022097071356;-2.433393239974976;-0.7243799407450368;5.0
1.1412166698541446;0.1595745086669922;-0.7241172752433865;5.0
1.586255358908946;-0.0358321666717529;0.9475552918589484;0.0
